MACHINE_OID,CLASS_NAME,STATUS,STATUS_LAST_UPDATED_UTC,SOFT_STATE,LOCATION_OID,LOCATION_LAST_UPDATED_UTC,WAYPOINT_OID,WAYPOINT_LAST_UPDATED_UTC,TIME_AT_WAYPOINT_UTC,CURRENT_OPERATOR_OID,CURR_OPERATOR_LAST_UPDATED_UTC,TIME_TILL_REFUEL,TIME_TILL_CRIT_REFUEL,JOBCODE_OID,JOB_CODE_LAST_UPDATED_UTC,MATERIAL_OID,MATERIAL_LAST_UPDATED_UTC,MATERIAL_DETERMINATION,LAST_POSITION_REPORT_DATE_UTC,X,Y,Z,POSITION_ACCURACY,MACHINE_SHUTDOWN,NOT_IN_USE,MSTATE_LOADSTATUS,MSTATE_MANUALOVERRIDE,MSTATE_OLDLOADSTATUS,MSTATE_OLDSTATE,FIELD_BAD_GPS,SERVICE_MACHINE_OID,LAST_LOADER_OID,LAST_PROCESSOR_OID,TIME_COMMENCED_SERVICE_UTC,TIME_COMPLETED_SERVICE_UTC,SERVICE_INFO_LAST_UPDATED_UTC,SPEED,HEADING,FREEDESTPERCENT,FREEGRPDESTPERCENT,LOADED,CURRENT_PAYLOAD,CURR_PAYLOAD_LAST_UPDATED_UTC,LAST_PAYLOAD,LAST_MATERIAL_OID,LAST_GRADE_BLOCK_OID,CURRENT_GRADE_BLOCK_OID,CUR_GRADE_BLK_LAST_UPDATED_UTC,GRADE_BLOCK_DETERMINATION,GRADE_BLOCK_OID,GRADE_BLOCK_GROUP_OID,LAST_LOADED_GRADE_BLOCK_OID,UG_MODE,UG_MODE_MSG_TIME_UTC,LAST_SERVICE_AMOUNT,LAST_SRV_AMT_LAST_UPDATED_UTC,LAST_SERVICE_START_UTC,LAST_SRV_STRT_LAST_UPDATED_UTC,CHUTE_CURRENT_LEVEL,UG_LOC_STATE,CHUTE_DUMPED_AMOUNT,CHUTE_TAKEN_AMOUNT,UG_LOC_WARNING,CHUTE_LAST_DUMPED_UTC,CHUTE_DUMPED_RATE,LOADER_CYCLE_MODE,LOADER_RECIPE_OID,CURRENT_BENCH_FILE,DUMPED_AMOUNT_CURRENT_SHIFT,PAYLOAD_UPDATE_SOURCE,LOADER_RECIPE_APPLIED_UTC,ARTICULATION,LOADER_RECIPE_RATE,LAST_LOAD_WAYPOINT_OID,LAST_DUMP_WAYPOINT_OID,AIMS_STATUS,AIMS_MACHINE_FAULT,AIMS_LAST_MESSAGE_UTC,HAULAGE_ETA_UTC,WATER_TANK_LEVEL,WATER_REFILL_STATUS,WATER_REFILL_STATUS_SOURCE,WATER_REFUEL_STATUS,ALLOCATED_WATERING_CIRCUIT_OID,LAYOVER_REASON,PROHIBITED_SEQ_MATERIAL_MODIFIER,PROHIBITED_SEQ_OCCURRENCES,RETURN_LOADED_TRUCKS_TO_QUEUE
165031053,LoadingToolInPit,0,27:27.6,15,177787347,05:01.1,177928078,00:26.7,NULL,165031855,35:21.0,0,0,NULL,NULL,NULL,26:28.6,0,59:15.8,4250.99,-1200.98,115.5,0.01,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,6.283100128,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,434489597,434489588,434489597,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LHD,NULL,NULL,NULL,NULL,44:27.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031056,LoadingToolInPit,0,27:27.6,0,165031015,56:58.7,NULL,56:58.7,NULL,NULL,42:25.9,0,0,NULL,NULL,NULL,NULL,0,49:26.5,561.2,153.26,115,1.68,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2,5.8643,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031070,AuxiliaryMachineInPit,0,27:27.6,0,NULL,NULL,NULL,NULL,NULL,243200129,35:20.9,131625,132075,NULL,25:34.4,NULL,NULL,0,42:11.9,1374,-2126,0,0.01,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6.283100128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031071,AuxiliaryMachineInPit,0,27:27.6,0,NULL,NULL,NULL,NULL,NULL,362882345,35:20.9,0,0,NULL,NULL,NULL,NULL,0,00:00.0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031072,AuxiliaryMachineInPit,0,27:27.6,0,NULL,NULL,NULL,NULL,NULL,NULL,28:00.0,0,0,NULL,NULL,NULL,NULL,0,00:00.0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031073,AuxiliaryMachineInPit,0,27:27.6,0,NULL,NULL,NULL,NULL,NULL,NULL,28:23.4,0,0,NULL,NULL,NULL,NULL,0,00:00.0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031074,AuxiliaryMachineInPit,0,27:27.6,0,NULL,NULL,NULL,NULL,NULL,362881849,35:21.3,0,0,NULL,53:48.2,NULL,NULL,0,01:22.2,935.59,-27.19,115,10,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6.283100128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031075,AuxiliaryMachineInPit,0,27:27.6,0,NULL,NULL,NULL,NULL,NULL,NULL,31:35.9,0,0,NULL,NULL,NULL,NULL,0,00:00.0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031076,AuxiliaryMachineInPit,0,27:27.6,0,NULL,NULL,NULL,NULL,NULL,NULL,30:59.4,0,0,NULL,NULL,NULL,NULL,0,00:00.0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031077,AuxiliaryMachineInPit,0,27:27.6,0,NULL,NULL,NULL,NULL,NULL,NULL,31:21.4,0,0,NULL,NULL,NULL,NULL,0,00:00.0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031078,AuxiliaryMachineInPit,0,27:27.6,0,NULL,NULL,NULL,NULL,NULL,362882489,54:20.9,0,0,NULL,NULL,NULL,NULL,0,15:08.7,5299.97,-711.96,115.5,0.01,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6.283100128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031080,AuxiliaryMachineInPit,0,27:27.6,0,NULL,NULL,NULL,NULL,NULL,NULL,28:50.5,0,0,NULL,NULL,NULL,NULL,0,00:00.0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031081,AuxiliaryMachineInPit,0,27:27.6,0,NULL,NULL,NULL,NULL,NULL,NULL,29:01.9,0,0,NULL,NULL,NULL,NULL,0,00:00.0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031082,AuxiliaryMachineInPit,0,27:27.6,0,NULL,NULL,NULL,NULL,NULL,NULL,29:19.1,0,0,NULL,NULL,NULL,NULL,0,00:00.0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031083,AuxiliaryMachineInPit,0,27:27.6,0,NULL,NULL,NULL,27:27.6,NULL,243200175,54:21.3,0,0,NULL,NULL,NULL,NULL,0,00:00.0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031084,AuxiliaryMachineInPit,0,27:27.6,0,NULL,NULL,NULL,27:27.6,NULL,243200129,54:21.3,0,0,NULL,NULL,NULL,NULL,0,00:00.0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031085,TeleremoteControlInPit,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,04:26.8,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031086,TeleremoteControlInPit,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,04:26.7,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031087,InfrastructureInPit,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,29:39.0,399.98,229.98,115,10,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031088,InfrastructureInPit,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,29:54.2,400.02,260.02,115,10,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031089,PanelInPit,0,45:16.3,0,NULL,NULL,NULL,NULL,NULL,243200232,35:21.1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031090,PanelInPit,0,45:16.3,0,NULL,NULL,NULL,NULL,NULL,362882602,35:21.1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031091,PanelInPit,0,45:16.3,0,NULL,NULL,NULL,NULL,NULL,362881881,35:21.1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031092,PanelInPit,0,45:16.3,0,NULL,NULL,NULL,NULL,NULL,362882317,35:21.0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031093,PanelInPit,0,45:16.3,0,NULL,NULL,NULL,NULL,NULL,362882473,35:21.1,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165031094,AStopTestStationInPit,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,04:24.4,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165270087,TruckInPit,1,45:38.3,0,192373503,46:21.1,192427597,43:43.5,43:43.5,NULL,03:17.3,1019354,1033754,NULL,NULL,165030922,45:40.3,41,59:15.6,2034.48,-836.38,115.5,0.01,0,0,2,0,2,5,0,192427596,192427596,177501582,45:36.1,45:38.3,45:38.3,0,2.555700064,100,100,1,111720,49:40.4,111720,NULL,NULL,192430928,45:40.3,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAD_REPORT_COMMITTED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165270090,TruckInPit,1,49:01.5,0,NULL,49:27.9,165270100,47:43.4,47:43.4,NULL,NULL,43737.08745,44555.26927,NULL,NULL,165350246,49:01.5,41,59:15.6,506.05,-1814.14,115.5,0.01,0,0,2,0,2,5,0,165270101,165270101,177397038,47:43.4,49:01.5,49:01.5,0,1.736899972,100,100,1,226800,48:59.5,151200,NULL,NULL,434497406,49:01.5,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAD_REPORT_COMMITTED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165270093,TruckInPit,1,51:54.7,0,NULL,52:24.3,165330111,50:40.6,50:40.6,NULL,NULL,43686.11045,44504.29227,NULL,NULL,165350246,51:54.7,41,59:15.4,489.76,-1580.12,115.5,0.01,0,0,2,0,2,5,0,165330112,165330112,225789835,50:40.6,51:54.7,51:54.7,0,4.224899769,100,100,1,226800,51:52.6,151200,NULL,NULL,434512295,51:54.7,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAD_REPORT_COMMITTED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165270101,LoadingToolInPit,0,27:27.6,16,165270104,28:00.7,165270100,37:46.6,NULL,202293358,35:21.5,0,0,NULL,NULL,165350246,45:21.4,0,59:15.6,104.99,-1924,115.5,0.01,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,6.283100128,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,434497406,434497401,434497411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Prime,NULL,NULL,NULL,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165300249,TruckInPit,1,00:36.1,0,165331340,56:43.3,165330103,59:22.0,59:22.0,NULL,NULL,49251.54545,50069.72727,NULL,NULL,165350246,00:36.1,41,59:15.4,3008.46,612.72,115.5,0.01,0,0,2,0,2,5,0,165330104,165330104,432215646,59:22.0,00:36.1,00:36.1,0,3.284499884,100,100,1,226800,00:34.0,151200,NULL,NULL,434485021,00:36.1,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAD_REPORT_COMMITTED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165300252,TruckInPit,1,49:42.6,0,NULL,50:14.0,165330111,48:28.6,48:28.6,NULL,NULL,43819.57745,44637.75927,NULL,NULL,165350246,49:42.6,41,59:15.5,470.2,-1619.76,115.5,0.01,0,0,2,0,2,5,0,165330112,165330112,225789835,48:28.6,49:42.6,49:42.6,0,4.306799889,100,100,1,226800,49:40.6,151200,NULL,NULL,434512295,49:42.6,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAD_REPORT_COMMITTED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165300253,TruckInPit,1,53:11.6,0,NULL,53:47.7,349920089,51:57.5,51:57.5,NULL,44:04.9,51806.54545,52624.72727,NULL,NULL,165350245,53:11.6,41,59:15.5,4029.83,-2842.79,115.5,0.01,0,0,2,0,2,5,0,349920087,349920087,222191467,51:57.5,53:11.6,53:11.6,0,3.996700048,100,100,1,226800,53:09.4,151200,NULL,NULL,434437236,53:11.6,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAD_REPORT_COMMITTED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165300254,TruckInPit,1,06:06.9,0,192373503,59:46.2,192427597,04:12.1,04:12.1,NULL,NULL,47347.54545,48165.72727,NULL,NULL,165030922,06:08.9,41,59:15.5,2228.9,-1007.52,115.5,0.01,0,0,2,0,2,5,0,192427596,192427596,177395322,06:04.8,06:06.9,06:06.9,0.070000001,1.699200034,100,100,1,111720,10:09.0,111720,NULL,NULL,192430928,06:08.9,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAD_REPORT_COMMITTED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165300255,TruckInPit,1,49:46.1,0,NULL,50:37.0,190068263,48:32.1,48:32.1,NULL,NULL,58704.54545,59522.72727,NULL,NULL,165030922,49:46.1,41,59:15.8,1796.04,-3382.7,115.5,0.01,0,0,2,0,2,5,0,190068262,190068262,432711869,48:32.1,49:46.1,49:46.1,0,2.621500015,100,100,1,226800,49:44.1,151200,NULL,NULL,434487188,49:46.1,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAD_REPORT_COMMITTED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
165300256,TruckInPit,1,58:22.3,0,165331340,56:04.8,165330103,57:04.0,57:04.0,NULL,NULL,43442.74245,44260.92427,NULL,NULL,165350246,58:22.3,41,59:15.8,2966.62,621.97,115.5,0.01,0,0,2,0,2,5,0,165330104,165330104,179911407,57:04.0,58:22.3,58:22.3,0,2.716099977,100,100,1,226800,58:20.2,151200,NULL,NULL,434485021,58:22.3,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAD_REPORT_COMMITTED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
