MACHINE_OID,CLASS_NAME,STATUS,STATUS_LAST_UPDATED_UTC,SOFT_STATE,LOCATION_OID,LOCATION_LAST_UPDATED_UTC,WAYPOINT_OID,WAYPOINT_LAST_UPDATED_UTC,TIME_AT_WAYPOINT_UTC,CURRENT_OPERATOR_OID,CURR_OPERATOR_LAST_UPDATED_UTC,TIME_TILL_REFUEL,TIME_TILL_CRIT_REFUEL,JOBCODE_OID,JOB_CODE_LAST_UPDATED_UTC,MATERIAL_OID,MATERIAL_LAST_UPDATED_UTC,MATERIAL_DETERMINATION,LAST_POSITION_REPORT_DATE_UTC,X,Y,Z,POSITION_ACCURACY,MACHINE_SHUTDOWN,NOT_IN_USE,MSTATE_LOADSTATUS,MSTATE_MANUALOVERRIDE,MSTATE_OLDLOADSTATUS,MSTATE_OLDSTATE,FIELD_BAD_GPS,SERVICE_MACHINE_OID,LAST_LOADER_OID,LAST_PROCESSOR_OID,TIME_COMMENCED_SERVICE_UTC,TIME_COMPLETED_SERVICE_UTC,SERVICE_INFO_LAST_UPDATED_UTC,SPEED,HEADING,FREEDESTPERCENT,FREEGRPDESTPERCENT,LOADED,CURRENT_PAYLOAD,CURR_PAYLOAD_LAST_UPDATED_UTC,LAST_PAYLOAD,LAST_MATERIAL_OID,LAST_GRADE_BLOCK_OID,CURRENT_GRADE_BLOCK_OID,CUR_GRADE_BLK_LAST_UPDATED_UTC,GRADE_BLOCK_DETERMINATION,GRADE_BLOCK_OID,GRADE_BLOCK_GROUP_OID,LAST_LOADED_GRADE_BLOCK_OID,UG_MODE,UG_MODE_MSG_TIME_UTC,LAST_SERVICE_AMOUNT,LAST_SRV_AMT_LAST_UPDATED_UTC,LAST_SERVICE_START_UTC,LAST_SRV_STRT_LAST_UPDATED_UTC,CHUTE_CURRENT_LEVEL,UG_LOC_STATE,CHUTE_DUMPED_AMOUNT,CHUTE_TAKEN_AMOUNT,UG_LOC_WARNING,CHUTE_LAST_DUMPED_UTC,CHUTE_DUMPED_RATE,LOADER_CYCLE_MODE,LOADER_RECIPE_OID,CURRENT_BENCH_FILE,DUMPED_AMOUNT_CURRENT_SHIFT,PAYLOAD_UPDATE_SOURCE,LOADER_RECIPE_APPLIED_UTC,ARTICULATION,LOADER_RECIPE_RATE,LAST_LOAD_WAYPOINT_OID,LAST_DUMP_WAYPOINT_OID,AIMS_STATUS,AIMS_MACHINE_FAULT,AIMS_LAST_MESSAGE_UTC,HAULAGE_ETA_UTC,WATER_TANK_LEVEL,WATER_REFILL_STATUS,WATER_REFILL_STATUS_SOURCE,WATER_REFUEL_STATUS,ALLOCATED_WATERING_CIRCUIT_OID,LAYOVER_REASON,PROHIBITED_SEQ_MATERIAL_MODIFIER,PROHIBITED_SEQ_OCCURRENCES,RETURN_LOADED_TRUCKS_TO_QUEUE
171620246,TruckInPit,1,02:49.6,NULL,NULL,03:40.3,190068263,01:35.5,01:35.5,NULL,NULL,43395.36945,44213.55127,NULL,NULL,165030922,02:49.6,41,59:15.5,2000.41,-3529.93,115.5,0.01,0,0,2,0,2,5,0,190068262,190068262,205977742,01:35.5,02:49.6,02:49.6,0,2.391200066,100,100,1,226800,02:47.6,151200,NULL,NULL,434487190,02:49.6,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAD_REPORT_COMMITTED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
171620247,TruckInPit,1,56:10.3,NULL,195002365,56:45.1,211979474,54:56.1,54:56.1,NULL,NULL,43570.38445,44388.56627,NULL,NULL,165030922,56:10.3,41,59:15.5,4534.7,-3345.04,115.5,0.01,0,0,2,0,2,5,0,211979473,211979473,432711869,54:56.1,56:10.3,56:10.3,0,0.547299981,100,100,1,226800,56:08.2,151200,NULL,NULL,211983756,56:10.3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAD_REPORT_COMMITTED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
171620248,TruckInPit,1,22:54.8,NULL,NULL,23:33.6,222191468,22:18.7,22:18.7,NULL,NULL,50120.54545,50938.72727,NULL,NULL,NULL,22:18.7,0,59:15.8,3382.12,-2484.4,115.5,0.01,0,0,1,0,1,6,0,222191467,190025797,222191467,22:18.7,22:54.8,22:54.8,0,5.843800068,100,100,0,0,22:18.7,226800,165350246,434450987,NULL,22:18.7,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DUMPING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
171620249,TruckInPit,1,57:21.3,NULL,NULL,58:04.8,165330119,56:07.1,56:07.1,NULL,NULL,43486.20245,44304.38427,NULL,NULL,165030922,57:21.3,41,59:15.8,4124.29,-1979.7,115.5,0.01,0,0,2,0,2,5,0,165330120,165330120,432248753,56:07.1,57:21.3,57:21.3,0,1.61469996,100,100,1,226800,57:19.1,151200,NULL,NULL,434489576,57:21.3,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAD_REPORT_COMMITTED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
171620250,TruckInPit,2,15:03.5,NULL,329233923,15:03.5,192336893,10:33.9,10:33.9,NULL,NULL,48493.54545,49311.72727,NULL,NULL,NULL,10:33.9,0,59:15.6,-1284.68,-1802.1,115.5,0.01,0,0,1,0,1,1,0,192336916,165330106,192336916,10:33.9,11:16.6,11:16.6,0,2.596899986,100,100,0,0,10:33.9,226800,165350245,434423002,NULL,10:33.9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DUMPING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
171935018,AuxiliaryMachineInPit,0,27:27.6,NULL,NULL,NULL,NULL,NULL,NULL,362882894,35:20.7,0,0,NULL,NULL,NULL,NULL,0,00:40.0,938.41,19.87,115,10,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6.283100128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
171935025,AuxiliaryMachineInPit,0,27:27.6,NULL,NULL,NULL,NULL,NULL,NULL,362881891,35:20.7,0,0,NULL,NULL,NULL,NULL,0,34:46.7,1345,2538,130.07,0.01,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
172041278,ProcessorInPit,0,27:27.6,NULL,349621071,47:56.2,172041277,53:58.3,NULL,NULL,55:59.3,0,0,NULL,NULL,165030921,54:43.0,0,54:33.5,1321.55,-4380.65,115,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,226800,39:48.1,41:57.2,41:57.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
175476195,ProcessorInPit,0,NULL,NULL,175476179,06:59.7,175476196,06:59.7,NULL,NULL,NULL,0,0,NULL,NULL,NULL,50:37.8,0,NULL,7900.77,-770.56,115,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,46:24.7,53:39.5,53:39.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
175479700,ProcessorInPit,0,NULL,NULL,175479679,49:23.0,175479696,49:23.0,NULL,NULL,NULL,0,0,NULL,NULL,NULL,44:37.2,0,49:23.0,6808.62,-1461.96,115,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,55:50.1,55:50.1,55:50.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
175485739,ProcessorInPit,0,NULL,NULL,175485726,27:46.9,175485737,27:46.9,NULL,NULL,NULL,0,0,NULL,NULL,165350246,58:50.9,0,27:46.9,4861.21,-2066.24,115,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,362800,13:11.5,13:11.5,13:11.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
175486472,ProcessorInPit,0,NULL,NULL,175486366,57:15.6,175486473,57:15.6,NULL,NULL,NULL,0,0,NULL,NULL,NULL,07:51.7,0,NULL,741.59,-1477.55,115,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,40:17.4,08:23.4,08:23.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
176329380,InfrastructureInPit,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,04:22.9,0,0,NULL,NULL,NULL,NULL,NULL,57:57.1,745,10.01,115,0.5,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
177304803,MachineInPit,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,04:26.4,0,0,NULL,NULL,NULL,NULL,NULL,36:23.8,1559.99,-1919.99,0,0.01,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
177308178,FuelBayInPit,0,NULL,NULL,NULL,05:06.8,NULL,NULL,NULL,NULL,38:27.5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1144.05,-580.38,115,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
177310998,FuelBayInPit,0,NULL,NULL,177310986,40:37.7,NULL,NULL,NULL,165031726,38:27.6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,7265.1,-1794.83,115,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
177311054,WaterTruckInPit,1,53:09.9,NULL,NULL,39:51.8,NULL,NULL,NULL,NULL,NULL,115200,122400,NULL,NULL,NULL,NULL,0,59:15.6,-1240.09,-1855.51,115.5,0.01,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.033400059,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,1,0,2,181261226,0,,0,0
177311063,WaterTruckInPit,1,53:14.9,NULL,NULL,00:26.8,NULL,NULL,NULL,NULL,NULL,115200,122400,NULL,NULL,NULL,NULL,0,59:15.6,5647.73,-1285.98,115.5,0.01,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.317800045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,1,0,2,190129375,0,,0,0
177311106,WaterTruckInPit,1,45:42.6,NULL,NULL,57:21.1,NULL,NULL,NULL,NULL,NULL,76800,81600,NULL,NULL,NULL,NULL,0,59:15.4,-710.74,-1183.85,115.5,0.01,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.679999988,4.842100143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,1,0,2,195997907,0,,0,0
177311115,WaterTruckInPit,1,58:21.2,NULL,NULL,59:06.7,NULL,NULL,NULL,NULL,20:27.5,76800,81600,NULL,NULL,NULL,NULL,0,59:15.4,-378.19,-920.92,115.5,0.01,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.650000043,4.362800121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,1,0,2,178835558,0,,0,0
177360169,LoadingToolInPit,0,NULL,16,174410879,56:52.9,165031051,12:14.4,NULL,243200115,35:21.9,0,0,NULL,NULL,169230036,48:17.6,0,59:15.5,5550.38,-1629.25,115.5,0.01,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0.336600006,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,173664716,173664711,173664716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Prime,NULL,NULL,NULL,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
177395322,ProcessorInPit,0,NULL,NULL,177395305,14:26.1,177395302,14:26.1,NULL,NULL,NULL,0,0,NULL,NULL,NULL,34:06.5,0,14:26.1,174.24,-1768.51,115,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,46:41.6,50:19.7,50:19.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
177397038,ProcessorInPit,0,NULL,NULL,177397036,45:52.9,177397033,45:52.9,NULL,NULL,NULL,0,0,NULL,NULL,165350246,59:44.7,0,45:52.9,271.15,-1570.68,115,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,226800,51:58.8,44:08.0,44:08.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
177406334,ProcessorInPit,0,NULL,NULL,177406320,25:38.8,177406317,25:38.8,NULL,NULL,NULL,0,0,NULL,NULL,165350246,01:12.6,0,25:38.8,368.62,-1393.94,115,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,290300,22:42.5,22:42.5,22:42.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
177501582,ProcessorInPit,0,NULL,NULL,177501576,41:07.8,177501573,41:07.8,NULL,NULL,NULL,0,0,NULL,NULL,165030922,28:46.6,0,41:07.7,1388.57,-814.28,115,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,181400,35:39.1,41:22.4,41:22.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
177505840,ProcessorInPit,0,NULL,NULL,177503286,49:03.8,177503283,49:03.8,NULL,NULL,NULL,0,0,NULL,NULL,165350245,51:48.0,0,49:03.8,615.12,-1649.4,115,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,226800,10:20.0,10:20.0,10:20.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
177513817,MachineInPit,0,NULL,NULL,177513157,52:15.9,NULL,NULL,NULL,NULL,04:29.5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
177792762,ProcessorInPit,0,NULL,NULL,177792755,09:13.5,177792752,09:13.5,NULL,NULL,NULL,0,0,NULL,NULL,165350245,24:12.7,0,31:33.4,-377.89,-820.75,115,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,226800,26:38.4,41:41.1,41:41.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
178164234,MachineInPit,0,NULL,NULL,178164035,28:01.0,NULL,NULL,NULL,NULL,04:27.6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,6348.34,-872.74,115,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
178258418,MachineInPit,0,NULL,NULL,178258253,36:40.3,NULL,NULL,NULL,NULL,04:23.7,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5631.1,-875.18,115,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
178839413,MachineInPit,0,NULL,NULL,178839402,38:15.4,NULL,NULL,NULL,NULL,04:30.6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1308.28,-184.29,115,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
179146044,TruckInPit,1,00:27.3,NULL,366632306,49:44.8,366682368,58:54.4,58:54.4,NULL,NULL,106116.9231,108886.1538,NULL,NULL,165030922,00:27.3,41,59:15.6,3658.28,-172.41,115.5,0.01,0,0,2,0,2,5,0,366633033,366633033,219725081,58:54.4,00:27.3,00:27.3,0,1.934100032,100,100,1,226800,00:25.2,151200,NULL,NULL,366693201,00:27.3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAD_REPORT_COMMITTED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
179146147,TruckInPit,1,06:06.5,NULL,366632306,50:19.7,366682368,03:50.9,03:50.9,NULL,NULL,106116.9231,108886.1538,NULL,NULL,165030922,06:06.5,41,59:15.6,3682.22,-217.88,115.5,0.01,0,0,2,0,2,5,0,366633033,366633033,219725081,03:50.9,06:06.5,06:06.5,0,2.499700069,100,100,1,226800,06:04.5,151200,NULL,NULL,366693201,06:06.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAD_REPORT_COMMITTED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
179146164,TruckInPit,1,03:05.9,NULL,366692857,03:39.8,366693118,01:51.6,01:51.6,NULL,NULL,90863.66208,93632.89285,NULL,NULL,165030922,03:05.9,41,59:15.4,4305.93,1016.11,115.5,0.01,0,0,2,0,2,5,0,366677274,366677274,179936787,01:51.6,03:05.9,03:05.9,0,5.944699764,100,100,1,226800,03:03.8,151200,NULL,NULL,366693204,03:05.9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAD_REPORT_COMMITTED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
179146172,TruckInPit,1,57:19.7,NULL,NULL,57:57.5,366682368,55:04.3,55:04.3,NULL,NULL,91145.59708,93914.82785,NULL,NULL,165030922,57:19.7,41,59:15.4,3642.88,-130.95,115.5,0.01,0,0,2,0,2,5,0,366633033,366633033,219725081,55:04.3,57:19.7,57:19.7,0.050000002,1.925300002,100,100,1,226800,57:17.7,151200,NULL,NULL,366693201,57:19.7,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAD_REPORT_COMMITTED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0
